record_id,title,alternate_title,record_type,period_id,period_label,visual_system_id,visual_system_label,date_display,date_start,date_end,date_certainty,region,locality,community_or_culture,creator_or_authority,creator_role,creator_certainty,commissioner,workshop_or_printer,institution_or_collection,collection_number,object_type,medium,technique,dimensions,language,source_facts,ared_interpretation,historical_significance,cultural_interpretation,provenance,acquisition_history,primary_source_name,primary_source_url,secondary_sources,bibliography,evidence_summary,access_date,rights_status,image_rights_status,community_authority_status,verification_status,uncertainties,related_record_ids,tags,build_id
ARED-GH-00012,Shells gold weight,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",19th–mid-20th century,1800,1950,broad museum dating,Côte d’Ivoire,,Akan peoples,Akan artist,artist/maker,institutional attribution,,,Metropolitan Museum of Art,Met 310913,Metal-Implements,Brass,,H. 1/2 × W. 1 1/8 × D. 1 1/8 in. (1.3 × 2.9 × 2.9 cm),,"The Metropolitan Museum of Art records object 310913 as ""Shells gold weight"". Culture: Akan peoples. Geographic attribution: Côte d’Ivoire. Date: 19th–mid-20th century. Medium: Brass. Dimensions: H. 1/2 × W. 1 1/8 × D. 1 1/8 in. (1.3 × 2.9 × 2.9 cm). Credit line: The Michael C. Rockefeller Memorial Collection, Gift of William W. Brill, 1961. Artist/maker field: Akan artist.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"The Michael C. Rockefeller Memorial Collection, Gift of William W. Brill, 1961","The Michael C. Rockefeller Memorial Collection, Gift of William W. Brill, 1961",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/310913,,,Museum object record 310913 accessed 2026-07-05.,2026-07-05,linked_record,check Met terms,not_required,verified,museum places production in Côte d’Ivoire,,Met; Metal-Implements; Akan peoples,2026-07-05-taxonomy-v1
ARED-GH-00013,Akua 'ba figure,,museum object,P3,"Colonial print and institutional design, 1874–1945",V1,"Land, cosmology and authority",First half of 20th century,1900,1950,museum dated,Ghana,,Asante,Asante-Akan artist,artist/maker,institutional attribution,,,Metropolitan Museum of Art,Met 310941,Wood-Sculpture,"Wood, beads, fiber",,H. 12-3/4 in. (32.4 cm),,"The Metropolitan Museum of Art records object 310941 as ""Akua 'ba figure"". Culture: Asante. Geographic attribution: Ghana. Date: First half of 20th century. Medium: Wood, beads, fiber. Dimensions: H. 12-3/4 in. (32.4 cm). Credit line: The Michael C. Rockefeller Memorial Collection, Gift of William W. Brill, 1963. Artist/maker field: Asante-Akan artist.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"The Michael C. Rockefeller Memorial Collection, Gift of William W. Brill, 1963","The Michael C. Rockefeller Memorial Collection, Gift of William W. Brill, 1963",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/310941,,,Museum object record 310941 accessed 2026-07-05.,2026-07-05,linked_record,check Met terms,not_required,verified,,,Met; Wood-Sculpture; Asante,2026-07-05-taxonomy-v1
ARED-GH-00014,Nsodie (memorial head),,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",17th–mid-18th century,1600,1750,broad museum dating,Ghana,Twifo-Heman traditional area,Akan peoples,Akan artist,artist/maker,institutional attribution,,,Metropolitan Museum of Art,Met 311024,Ceramics-Sculpture,Terracotta,,H. 8 in. × W. 5 1/2 in. × D. 4 3/4 in. (20.3 × 14 × 12.1 cm),,"The Metropolitan Museum of Art records object 311024 as ""Nsodie (memorial head)"". Culture: Akan peoples. Geographic attribution: Ghana. Region: Twifo-Heman traditional area. Date: 17th–mid-18th century. Medium: Terracotta. Dimensions: H. 8 in. × W. 5 1/2 in. × D. 4 3/4 in. (20.3 × 14 × 12.1 cm). Credit line: The Michael C. Rockefeller Memorial Collection, Purchase, Nelson A. Rockefeller Gift, 1967. Artist/maker field: Akan artist.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"The Michael C. Rockefeller Memorial Collection, Purchase, Nelson A. Rockefeller Gift, 1967","The Michael C. Rockefeller Memorial Collection, Purchase, Nelson A. Rockefeller Gift, 1967",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/311024,,,Museum object record 311024 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,,,Met; Ceramics-Sculpture; Akan peoples,2026-07-05-taxonomy-v1
ARED-GH-00015,Clan Pot (abusua kuruwa),,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",19th–20th century,1800,2000,broad museum dating,Ghana,Kwahu traditional area,Akan peoples,Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 311027,Ceramics-Containers,"Terracotta, wax, mud, nests",,H. 17 1/2 x Diam. 11 7/16 in. (44.5 x 29 cm),,"The Metropolitan Museum of Art records object 311027 as ""Clan Pot (abusua kuruwa)"". Culture: Akan peoples. Geographic attribution: Ghana. Region: Kwahu traditional area. Date: 19th–20th century. Medium: Terracotta, wax, mud, nests. Dimensions: H. 17 1/2 x Diam. 11 7/16 in. (44.5 x 29 cm). Credit line: The Michael C. Rockefeller Memorial Collection, Gift of Ernst Anspach, 1968. Maker unnamed in museum record.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"The Michael C. Rockefeller Memorial Collection, Gift of Ernst Anspach, 1968","The Michael C. Rockefeller Memorial Collection, Gift of Ernst Anspach, 1968",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/311027,,,Museum object record 311027 accessed 2026-07-05.,2026-07-05,linked_record,check Met terms,not_required,verified,maker unnamed in source,,Met; Ceramics-Containers; Akan peoples,2026-07-05-taxonomy-v1
ARED-GH-00016,Gold Weight: Fish,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",19th–20th century,1800,2000,broad museum dating,Ghana,,Asante,Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 311028,Metal-Implements,Brass,,H. 3 1/4 x W. 5 11/16 in. (8.3 x 14.5 cm),,"The Metropolitan Museum of Art records object 311028 as ""Gold Weight: Fish"". Culture: Asante. Geographic attribution: Ghana. Date: 19th–20th century. Medium: Brass. Dimensions: H. 3 1/4 x W. 5 11/16 in. (8.3 x 14.5 cm). Credit line: The Michael C. Rockefeller Memorial Collection, Gift of Nelson A. Rockefeller, 1969. Maker unnamed in museum record.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"The Michael C. Rockefeller Memorial Collection, Gift of Nelson A. Rockefeller, 1969","The Michael C. Rockefeller Memorial Collection, Gift of Nelson A. Rockefeller, 1969",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/311028,,,Museum object record 311028 accessed 2026-07-05.,2026-07-05,linked_record,check Met terms,not_required,verified,maker unnamed in source,,Met; Metal-Implements; Asante,2026-07-05-taxonomy-v1
ARED-GH-00017,Container (Kuduo),,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",18th–19th century,1700,1800,broad museum dating,Ghana,,"Akan peoples, Asante",Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 312170,Metal-Containers,Brass,,H. 10 3/4 x W. 7 3/4 x D. 7 13/16 in. (27.3 x 19.7 x 19.9 cm),,"The Metropolitan Museum of Art records object 312170 as ""Container (Kuduo)"". Culture: Akan peoples, Asante. Geographic attribution: Ghana. Date: 18th–19th century. Medium: Brass. Dimensions: H. 10 3/4 x W. 7 3/4 x D. 7 13/16 in. (27.3 x 19.7 x 19.9 cm). Credit line: The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979. Maker unnamed in museum record.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/312170,,,Museum object record 312170 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,maker unnamed in source,,"Met; Metal-Containers; Akan peoples, Asante",2026-07-05-taxonomy-v1
ARED-GH-00018,Figure: Buffalo Head,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",19th–20th century,1800,2000,broad museum dating,Togo or Ghana (possibly Kpandu),,Ewe peoples,Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 312173,Ceramics-Sculpture,Terracotta,,H. 9 x W. 9 1/8 x D. 4 5/8 in. (22.9 x 23.2 x 11.7 cm),,"The Metropolitan Museum of Art records object 312173 as ""Figure: Buffalo Head"". Culture: Ewe peoples. Geographic attribution: Togo or Ghana (possibly Kpandu). Date: 19th–20th century. Medium: Terracotta. Dimensions: H. 9 x W. 9 1/8 x D. 4 5/8 in. (22.9 x 23.2 x 11.7 cm). Credit line: The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979. Maker unnamed in museum record.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/312173,,,Museum object record 312173 accessed 2026-07-05.,2026-07-05,linked_record,check Met terms,not_required,verified,maker unnamed in source,,Met; Ceramics-Sculpture; Ewe peoples,2026-07-05-taxonomy-v1
ARED-GH-00019,Abamphruwa (gold-dust box),,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",19th–first quarter of 20th century,1800,1920,broad museum dating,Ghana,,Asante,Asante-Akan artist,artist/maker,institutional attribution,,,Metropolitan Museum of Art,Met 312226,Metal-Containers,Brass,,H. 1 1/4 × W. 1 1/2 × D. 3 3/16 in. (3.2 × 3.8 × 8.2 cm),,"The Metropolitan Museum of Art records object 312226 as ""Abamphruwa (gold-dust box)"". Culture: Asante. Geographic attribution: Ghana. Date: 19th–first quarter of 20th century. Medium: Brass. Dimensions: H. 1 1/4 × W. 1 1/2 × D. 3 3/16 in. (3.2 × 3.8 × 8.2 cm). Credit line: The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979. Artist/maker field: Asante-Akan artist.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/312226,,,Museum object record 312226 accessed 2026-07-05.,2026-07-05,linked_record,check Met terms,not_required,verified,,,Met; Metal-Containers; Asante,2026-07-05-taxonomy-v1
ARED-GH-00020,Gold Dust Box (abamphruwa),,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",19th–20th century,1800,2000,broad museum dating,Ghana,,"Akan peoples, Asante",Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 312227,Metal-Containers,Brass,,L. 3 3/32 x D. 3 1/16 in. (7.9 x 7.8 cm),,"The Metropolitan Museum of Art records object 312227 as ""Gold Dust Box (abamphruwa)"". Culture: Akan peoples, Asante. Geographic attribution: Ghana. Date: 19th–20th century. Medium: Brass. Dimensions: L. 3 3/32 x D. 3 1/16 in. (7.9 x 7.8 cm). Credit line: The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979. Maker unnamed in museum record.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/312227,,,Museum object record 312227 accessed 2026-07-05.,2026-07-05,linked_record,check Met terms,not_required,verified,maker unnamed in source,,"Met; Metal-Containers; Akan peoples, Asante",2026-07-05-taxonomy-v1
ARED-GH-00021,Gold Weight: Mask,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",17th–18th century (?),1600,1800,broad museum dating,Ghana,,Brong,Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 312262,Metal-Sculpture,Brass,,H. 7 1/2 x W. 3 7/8 x D. 2 5/8 in. (19.1 x 9.9 x 6.7 cm),,"The Metropolitan Museum of Art records object 312262 as ""Gold Weight: Mask"". Culture: Brong. Geographic attribution: Ghana. Date: 17th–18th century (?). Medium: Brass. Dimensions: H. 7 1/2 x W. 3 7/8 x D. 2 5/8 in. (19.1 x 9.9 x 6.7 cm). Credit line: The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979. Maker unnamed in museum record.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/312262,,,Museum object record 312262 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,maker unnamed in source,,Met; Metal-Sculpture; Brong,2026-07-05-taxonomy-v1
ARED-GH-00022,Gold Weight: Chameleon,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",19th–20th century,1800,2000,broad museum dating,Ghana,,Asante,Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 312272,Metal-Implements,Brass,,H. 3 5/8 x W. 1 1/4 x D. 1 3/4 in. (9.2 x 3.2 x 4.5 cm),,"The Metropolitan Museum of Art records object 312272 as ""Gold Weight: Chameleon"". Culture: Asante. Geographic attribution: Ghana. Date: 19th–20th century. Medium: Brass. Dimensions: H. 3 5/8 x W. 1 1/4 x D. 1 3/4 in. (9.2 x 3.2 x 4.5 cm). Credit line: The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979. Maker unnamed in museum record.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/312272,,,Museum object record 312272 accessed 2026-07-05.,2026-07-05,linked_record,check Met terms,not_required,verified,maker unnamed in source,,Met; Metal-Implements; Asante,2026-07-05-taxonomy-v1
ARED-GH-00023,Lion Ornament,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",19th century,1800,1897,museum dated,Ghana,,"Akan peoples, Asante group",Asante-Akan artist,artist/maker,institutional attribution,,,Metropolitan Museum of Art,Met 312427,Metal-Ornaments,Gold,,H. 1 1/2 x  W. 2 1/8 x  D. 2 1/4 in. (3.8 x 5.4 x 5.7cm),,"The Metropolitan Museum of Art records object 312427 as ""Lion Ornament"". Culture: Akan peoples, Asante group. Geographic attribution: Ghana. Date: 19th century. Medium: Gold. Dimensions: H. 1 1/2 x  W. 2 1/8 x  D. 2 1/4 in. (3.8 x 5.4 x 5.7cm). Credit line: The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979. Artist/maker field: Asante-Akan artist.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/312427,,,Museum object record 312427 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,,,"Met; Metal-Ornaments; Akan peoples, Asante group",2026-07-05-taxonomy-v1
ARED-GH-00024,Lion Ornament,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",19th century,1800,1897,museum dated,Ghana,,"Akan peoples, Asante",Asante-Akan artist,artist/maker,institutional attribution,,,Metropolitan Museum of Art,Met 312428,Metal-Ornaments,Gold,,H. 1 1/2 × W. 2 1/8 × D. 2 1/4 in. (3.8 × 5.4 × 5.7 cm),,"The Metropolitan Museum of Art records object 312428 as ""Lion Ornament"". Culture: Akan peoples, Asante. Geographic attribution: Ghana. Date: 19th century. Medium: Gold. Dimensions: H. 1 1/2 × W. 2 1/8 × D. 2 1/4 in. (3.8 × 5.4 × 5.7 cm). Credit line: The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979. Artist/maker field: Asante-Akan artist.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/312428,,,Museum object record 312428 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,,,"Met; Metal-Ornaments; Akan peoples, Asante",2026-07-05-taxonomy-v1
ARED-GH-00025,Gold Weight: Couple with Bellows,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",19th–20th century,1800,2000,broad museum dating,Ghana,,Asante,Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 312444,Metal-Implements,Brass,,H. 1 1/2 x W. 2 1/2 x D. 4 in. (3.8 x 6.4 x 10.2 cm),,"The Metropolitan Museum of Art records object 312444 as ""Gold Weight: Couple with Bellows"". Culture: Asante. Geographic attribution: Ghana. Date: 19th–20th century. Medium: Brass. Dimensions: H. 1 1/2 x W. 2 1/2 x D. 4 in. (3.8 x 6.4 x 10.2 cm). Credit line: The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979. Maker unnamed in museum record.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/312444,,,Museum object record 312444 accessed 2026-07-05.,2026-07-05,linked_record,check Met terms,not_required,verified,maker unnamed in source,,Met; Metal-Implements; Asante,2026-07-05-taxonomy-v1
ARED-GH-00026,Gold Weight,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",19th–20th century,1800,2000,broad museum dating,Ghana,,Asante,Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 312482,Metal-Implements,Brass,,H. 1/2 x W.  2 in. (1.3 x 5.1 cm),,"The Metropolitan Museum of Art records object 312482 as ""Gold Weight"". Culture: Asante. Geographic attribution: Ghana. Date: 19th–20th century. Medium: Brass. Dimensions: H. 1/2 x W.  2 in. (1.3 x 5.1 cm). Credit line: The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979. Maker unnamed in museum record.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/312482,,,Museum object record 312482 accessed 2026-07-05.,2026-07-05,linked_record,check Met terms,not_required,verified,maker unnamed in source,,Met; Metal-Implements; Asante,2026-07-05-taxonomy-v1
ARED-GH-00027,Wrapper,,museum object,P3,"Colonial print and institutional design, 1874–1945",V3,"Cloth, pattern and social identity",20th century,1900,2000,museum dated,Ghana,,Ewe peoples,Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 316799,Textiles-Woven,Cotton,,Length 103 inches by width 66 inches.,,"The Metropolitan Museum of Art records object 316799 as ""Wrapper"". Culture: Ewe peoples. Geographic attribution: Ghana. Date: 20th century. Medium: Cotton. Dimensions: Length 103 inches by width 66 inches.. Credit line: Gift of Bill and Gale Simmons, 1993. Maker unnamed in museum record.","ARED research note: Woven and stamped textiles in Ghana operate as systems of pattern, identity and social communication. This interpretation is ARED analysis based on the object record and textile scholarship — not a direct museum quotation.",,,"Gift of Bill and Gale Simmons, 1993","Gift of Bill and Gale Simmons, 1993",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/316799,,,Museum object record 316799 accessed 2026-07-05.,2026-07-05,linked_record,check Met terms,not_required,verified,maker unnamed in source,,Met; Textiles-Woven; Ewe peoples,2026-07-05-taxonomy-v1
ARED-GH-00028,Wrapper,,museum object,P3,"Colonial print and institutional design, 1874–1945",V3,"Cloth, pattern and social identity",20th century,1900,2000,museum dated,Ghana,,Asante,Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 316800,Textiles-Woven,"Rayon, cotton",,Overall: 99 x 56 1/2in. (251.5 x 143.5cm),,"The Metropolitan Museum of Art records object 316800 as ""Wrapper"". Culture: Asante. Geographic attribution: Ghana. Date: 20th century. Medium: Rayon, cotton. Dimensions: Overall: 99 x 56 1/2in. (251.5 x 143.5cm). Credit line: Gift of Bill and Gale Simmons, 1993. Maker unnamed in museum record.","ARED research note: Woven and stamped textiles in Ghana operate as systems of pattern, identity and social communication. This interpretation is ARED analysis based on the object record and textile scholarship — not a direct museum quotation.",,,"Gift of Bill and Gale Simmons, 1993","Gift of Bill and Gale Simmons, 1993",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/316800,,,Museum object record 316800 accessed 2026-07-05.,2026-07-05,linked_record,check Met terms,not_required,verified,maker unnamed in source,,Met; Textiles-Woven; Asante,2026-07-05-taxonomy-v1
ARED-GH-00029,Geometric gold weight,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",18th–19th century,1700,1800,broad museum dating,Côte d’Ivoire,,Akan peoples,Akan artist,artist/maker,institutional attribution,,,Metropolitan Museum of Art,Met 317673,Metal-Implements,Brass,,H. 5/16 × W. 1 1/8 × D. 1 1/4 in. (0.8 × 2.9 × 3.2 cm),,"The Metropolitan Museum of Art records object 317673 as ""Geometric gold weight"". Culture: Akan peoples. Geographic attribution: Côte d’Ivoire. Date: 18th–19th century. Medium: Brass. Dimensions: H. 5/16 × W. 1 1/8 × D. 1 1/4 in. (0.8 × 2.9 × 3.2 cm). Credit line: Gift of Ernst Anspach, 1994. Artist/maker field: Akan artist.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"Gift of Ernst Anspach, 1994","Gift of Ernst Anspach, 1994",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/317673,,,Museum object record 317673 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,museum places production in Côte d’Ivoire,,Met; Metal-Implements; Akan peoples,2026-07-05-taxonomy-v1
ARED-GH-00030,Geometric gold weight,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",18th–19th century,1700,1900,broad museum dating,Côte d’Ivoire,,Akan peoples,Akan artist,artist/maker,institutional attribution,,,Metropolitan Museum of Art,Met 317674,Metal-Implements,Brass,,H. 5/8 × W. 1 7/8 × D. 1 7/8 in. (1.6 × 4.8 × 4.8 cm),,"The Metropolitan Museum of Art records object 317674 as ""Geometric gold weight"". Culture: Akan peoples. Geographic attribution: Côte d’Ivoire. Date: 18th–19th century. Medium: Brass. Dimensions: H. 5/8 × W. 1 7/8 × D. 1 7/8 in. (1.6 × 4.8 × 4.8 cm). Credit line: Gift of Ernst Anspach, 1994. Artist/maker field: Akan artist.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"Gift of Ernst Anspach, 1994","Gift of Ernst Anspach, 1994",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/317674,,,Museum object record 317674 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,museum places production in Côte d’Ivoire,,Met; Metal-Implements; Akan peoples,2026-07-05-taxonomy-v1
ARED-GH-00031,Geometric gold weight,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",16th–17th century,1500,1700,broad museum dating,Côte d’Ivoire,,Akan peoples,Akan artist,artist/maker,institutional attribution,,,Metropolitan Museum of Art,Met 317675,Metal-Implements,Brass,,H. 1 1/8 × W. 1 7/8 × D. 1/2 in. (2.9 × 4.8 × 1.3 cm),,"The Metropolitan Museum of Art records object 317675 as ""Geometric gold weight"". Culture: Akan peoples. Geographic attribution: Côte d’Ivoire. Date: 16th–17th century. Medium: Brass. Dimensions: H. 1 1/8 × W. 1 7/8 × D. 1/2 in. (2.9 × 4.8 × 1.3 cm). Credit line: Gift of Ernst Anspach, 1994. Artist/maker field: Akan artist.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"Gift of Ernst Anspach, 1994","Gift of Ernst Anspach, 1994",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/317675,,,Museum object record 317675 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,museum places production in Côte d’Ivoire,,Met; Metal-Implements; Akan peoples,2026-07-05-taxonomy-v1
