record_id,reason
met:311361,failed Ghana relevance filter
met:311367,failed Ghana relevance filter
met:311369,failed Ghana relevance filter
met:311378,failed Ghana relevance filter
met:311379,failed Ghana relevance filter
met:311383,failed Ghana relevance filter
met:311389,failed Ghana relevance filter
met:311390,failed Ghana relevance filter
met:311392,failed Ghana relevance filter
met:311395,failed Ghana relevance filter
met:311411,failed Ghana relevance filter
met:311414,failed Ghana relevance filter
met:311418,failed Ghana relevance filter
met:311483,failed Ghana relevance filter
met:311490,failed Ghana relevance filter
met:311500,failed Ghana relevance filter
met:311502,failed Ghana relevance filter
met:311506,failed Ghana relevance filter
met:311507,failed Ghana relevance filter
met:311536,failed Ghana relevance filter
met:311545,failed Ghana relevance filter
met:311546,failed Ghana relevance filter
met:311547,failed Ghana relevance filter
met:311560,failed Ghana relevance filter
met:311561,failed Ghana relevance filter
met:311563,failed Ghana relevance filter
met:311566,failed Ghana relevance filter
met:311567,failed Ghana relevance filter
met:311569,failed Ghana relevance filter
met:311591,failed Ghana relevance filter
met:311596,failed Ghana relevance filter
met:311597,failed Ghana relevance filter
met:311605,failed Ghana relevance filter
met:311626,failed Ghana relevance filter
met:311630,failed Ghana relevance filter
met:311635,failed Ghana relevance filter
met:311636,failed Ghana relevance filter
met:311642,failed Ghana relevance filter
met:311651,failed Ghana relevance filter
met:311669,failed Ghana relevance filter
met:311672,failed Ghana relevance filter
met:311674,failed Ghana relevance filter
met:311679,failed Ghana relevance filter
met:311686,failed Ghana relevance filter
met:311699,failed Ghana relevance filter
met:311707,failed Ghana relevance filter
met:311708,failed Ghana relevance filter
met:311709,failed Ghana relevance filter
met:311710,failed Ghana relevance filter
met:311711,failed Ghana relevance filter
met:311712,failed Ghana relevance filter
met:311713,failed Ghana relevance filter
met:311714,failed Ghana relevance filter
met:311715,failed Ghana relevance filter
met:311716,failed Ghana relevance filter
met:311717,failed Ghana relevance filter
met:311718,failed Ghana relevance filter
met:311719,failed Ghana relevance filter
met:311720,failed Ghana relevance filter
met:311721,failed Ghana relevance filter
met:311722,failed Ghana relevance filter
met:311724,failed Ghana relevance filter
met:311725,failed Ghana relevance filter
met:311726,failed Ghana relevance filter
met:311734,failed Ghana relevance filter
met:311735,failed Ghana relevance filter
met:311736,failed Ghana relevance filter
met:311737,failed Ghana relevance filter
met:311738,failed Ghana relevance filter
met:311739,failed Ghana relevance filter
met:311740,failed Ghana relevance filter
met:311741,failed Ghana relevance filter
met:311743,failed Ghana relevance filter
met:311744,failed Ghana relevance filter
met:311747,failed Ghana relevance filter
met:311748,failed Ghana relevance filter
met:311755,failed Ghana relevance filter
met:311756,failed Ghana relevance filter
met:311757,failed Ghana relevance filter
met:311768,failed Ghana relevance filter
met:311769,failed Ghana relevance filter
met:311770,failed Ghana relevance filter
met:311786,failed Ghana relevance filter
met:311811,failed Ghana relevance filter
met:311812,failed Ghana relevance filter
met:311813,failed Ghana relevance filter
met:311931,failed Ghana relevance filter
met:311944,failed Ghana relevance filter
met:311946,failed Ghana relevance filter
met:311947,failed Ghana relevance filter
met:311950,failed Ghana relevance filter
met:311957,failed Ghana relevance filter
met:311977,failed Ghana relevance filter
met:311993,failed Ghana relevance filter
met:311994,failed Ghana relevance filter
met:311996,failed Ghana relevance filter
met:312002,failed Ghana relevance filter
met:312006,failed Ghana relevance filter
met:312119,failed Ghana relevance filter
met:312121,failed Ghana relevance filter
met:312128,failed Ghana relevance filter
met:312168,failed Ghana relevance filter
met:312172,failed Ghana relevance filter
met:312175,failed Ghana relevance filter
met:312179,failed Ghana relevance filter
met:312180,failed Ghana relevance filter
met:312182,failed Ghana relevance filter
met:312185,failed Ghana relevance filter
met:312187,failed Ghana relevance filter
met:312193,failed Ghana relevance filter
met:312194,failed Ghana relevance filter
met:312196,failed Ghana relevance filter
met:312203,failed Ghana relevance filter
met:312205,failed Ghana relevance filter
met:312206,failed Ghana relevance filter
met:312213,failed Ghana relevance filter
met:312218,failed Ghana relevance filter
met:312223,failed Ghana relevance filter
met:312229,failed Ghana relevance filter
met:312230,failed Ghana relevance filter
met:312231,failed Ghana relevance filter
met:312232,failed Ghana relevance filter
met:312233,failed Ghana relevance filter
met:312238,failed Ghana relevance filter
met:312242,failed Ghana relevance filter
met:312244,failed Ghana relevance filter
met:312245,failed Ghana relevance filter
met:312246,failed Ghana relevance filter
met:312252,failed Ghana relevance filter
met:312255,failed Ghana relevance filter
met:312257,failed Ghana relevance filter
met:312259,failed Ghana relevance filter
met:312395,failed Ghana relevance filter
met:312558,failed Ghana relevance filter
met:312581,failed Ghana relevance filter
met:312752,failed Ghana relevance filter
met:313251,failed Ghana relevance filter
met:313257,failed Ghana relevance filter
met:313262,failed Ghana relevance filter
met:313289,failed Ghana relevance filter
met:313398,failed Ghana relevance filter
met:313406,failed Ghana relevance filter
met:313415,failed Ghana relevance filter
met:313416,failed Ghana relevance filter
met:314217,failed Ghana relevance filter
met:314246,failed Ghana relevance filter
met:314299,failed Ghana relevance filter
met:315136,failed Ghana relevance filter
met:315291,failed Ghana relevance filter
met:315458,failed Ghana relevance filter
met:315492,failed Ghana relevance filter
met:315668,failed Ghana relevance filter
met:3158,failed Ghana relevance filter
met:315960,failed Ghana relevance filter
met:316409,failed Ghana relevance filter
met:316410,failed Ghana relevance filter
met:316427,failed Ghana relevance filter
met:316436,failed Ghana relevance filter
met:316437,failed Ghana relevance filter
met:316604,failed Ghana relevance filter
met:316709,failed Ghana relevance filter
met:316786,failed Ghana relevance filter
met:317619,failed Ghana relevance filter
met:317753,failed Ghana relevance filter
met:317800,failed Ghana relevance filter
met:317801,failed Ghana relevance filter
met:317810,failed Ghana relevance filter
met:317811,failed Ghana relevance filter
met:317869,failed Ghana relevance filter
met:317877,failed Ghana relevance filter
met:317891,failed Ghana relevance filter
met:317892,failed Ghana relevance filter
met:317924,failed Ghana relevance filter
met:318035,failed Ghana relevance filter
met:318069,failed Ghana relevance filter
met:318383,failed Ghana relevance filter
met:318384,failed Ghana relevance filter
met:318386,failed Ghana relevance filter
met:318398,failed Ghana relevance filter
met:318447,failed Ghana relevance filter
met:318448,failed Ghana relevance filter
met:318451,failed Ghana relevance filter
met:318452,failed Ghana relevance filter
met:318454,failed Ghana relevance filter
met:318455,failed Ghana relevance filter
met:318457,failed Ghana relevance filter
met:318458,failed Ghana relevance filter
met:318459,failed Ghana relevance filter
met:318524,failed Ghana relevance filter
met:318536,failed Ghana relevance filter
met:318567,failed Ghana relevance filter
met:318570,failed Ghana relevance filter
met:318703,failed Ghana relevance filter
met:318704,failed Ghana relevance filter
met:318705,failed Ghana relevance filter
met:318706,failed Ghana relevance filter
met:318708,failed Ghana relevance filter
met:318709,failed Ghana relevance filter
met:318710,failed Ghana relevance filter
met:318967,failed Ghana relevance filter
met:32362,failed Ghana relevance filter
met:32393,failed Ghana relevance filter
met:3285,failed Ghana relevance filter
met:3286,failed Ghana relevance filter
met:3288,failed Ghana relevance filter
met:3298,failed Ghana relevance filter
met:33285,failed Ghana relevance filter
met:33999,failed Ghana relevance filter
met:34069,failed Ghana relevance filter
met:34089,failed Ghana relevance filter
met:34114,failed Ghana relevance filter
met:34115,failed Ghana relevance filter
met:34283,failed Ghana relevance filter
met:34290,failed Ghana relevance filter
met:34291,failed Ghana relevance filter
met:34292,failed Ghana relevance filter
met:34293,failed Ghana relevance filter
met:34294,failed Ghana relevance filter
met:34295,failed Ghana relevance filter
met:34296,failed Ghana relevance filter
met:34297,failed Ghana relevance filter
met:34298,failed Ghana relevance filter
met:34299,failed Ghana relevance filter
met:34300,failed Ghana relevance filter
met:34301,failed Ghana relevance filter
met:34303,failed Ghana relevance filter
met:34304,failed Ghana relevance filter
met:34305,failed Ghana relevance filter
met:34306,failed Ghana relevance filter
met:34307,failed Ghana relevance filter
met:34308,failed Ghana relevance filter
met:34309,failed Ghana relevance filter
met:34311,failed Ghana relevance filter
met:34312,failed Ghana relevance filter
met:34313,failed Ghana relevance filter
met:34314,failed Ghana relevance filter
met:34315,failed Ghana relevance filter
met:34316,failed Ghana relevance filter
met:34317,failed Ghana relevance filter
met:34318,failed Ghana relevance filter
met:34320,failed Ghana relevance filter
met:34321,failed Ghana relevance filter
met:34324,failed Ghana relevance filter
met:3472,failed Ghana relevance filter
met:35358,failed Ghana relevance filter
met:3547,failed Ghana relevance filter
met:35652,failed Ghana relevance filter
met:35739,failed Ghana relevance filter
met:35771,failed Ghana relevance filter
met:35823,failed Ghana relevance filter
met:35845,failed Ghana relevance filter
met:35853,failed Ghana relevance filter
met:35870,failed Ghana relevance filter
met:35881,failed Ghana relevance filter
met:35937,failed Ghana relevance filter
met:35939,failed Ghana relevance filter
met:36112,failed Ghana relevance filter
met:36203,failed Ghana relevance filter
met:36225,failed Ghana relevance filter
met:36256,failed Ghana relevance filter
met:3768,failed Ghana relevance filter
met:37946,failed Ghana relevance filter
met:38098,failed Ghana relevance filter
met:38127,failed Ghana relevance filter
met:38201,failed Ghana relevance filter
met:38450,failed Ghana relevance filter
met:38481,failed Ghana relevance filter
met:38550,failed Ghana relevance filter
met:3857,failed Ghana relevance filter
met:38577,failed Ghana relevance filter
met:38580,failed Ghana relevance filter
met:38603,failed Ghana relevance filter
met:39213,failed Ghana relevance filter
met:39270,failed Ghana relevance filter
met:39385,failed Ghana relevance filter
met:39386,failed Ghana relevance filter
met:39387,failed Ghana relevance filter
met:39430,failed Ghana relevance filter
met:39649,failed Ghana relevance filter
met:39728,failed Ghana relevance filter
met:39731,failed Ghana relevance filter
met:39742,failed Ghana relevance filter
met:39895,failed Ghana relevance filter
met:39901,failed Ghana relevance filter
met:3993,failed Ghana relevance filter
met:3994,failed Ghana relevance filter
met:40080,failed Ghana relevance filter
met:40096,failed Ghana relevance filter
met:41502,failed Ghana relevance filter
met:41505,failed Ghana relevance filter
met:42105,failed Ghana relevance filter
met:42376,failed Ghana relevance filter
met:44288,failed Ghana relevance filter
met:44718,failed Ghana relevance filter
met:44759,failed Ghana relevance filter
met:44842,failed Ghana relevance filter
met:44858,failed Ghana relevance filter
met:4538,failed Ghana relevance filter
met:45386,failed Ghana relevance filter
met:45692,failed Ghana relevance filter
met:45729,failed Ghana relevance filter
met:4636,failed Ghana relevance filter
met:49461,failed Ghana relevance filter
met:49470,failed Ghana relevance filter
met:49471,failed Ghana relevance filter
met:49476,failed Ghana relevance filter
met:49638,failed Ghana relevance filter
met:49719,failed Ghana relevance filter
met:49742,failed Ghana relevance filter
met:49743,failed Ghana relevance filter
met:49744,failed Ghana relevance filter
met:49745,failed Ghana relevance filter
met:49746,failed Ghana relevance filter
met:49985,failed Ghana relevance filter
met:49986,failed Ghana relevance filter
met:50417,failed Ghana relevance filter
met:5242,failed Ghana relevance filter
met:5247,failed Ghana relevance filter
met:5250,failed Ghana relevance filter
met:5252,failed Ghana relevance filter
met:53008,failed Ghana relevance filter
met:53162,failed Ghana relevance filter
met:53180,failed Ghana relevance filter
met:53190,failed Ghana relevance filter
met:53221,failed Ghana relevance filter
met:53238,failed Ghana relevance filter
met:53404,failed Ghana relevance filter
met:53429,failed Ghana relevance filter
met:53439,failed Ghana relevance filter
met:53660,failed Ghana relevance filter
met:5472,failed Ghana relevance filter
met:55584,failed Ghana relevance filter
met:5633,failed Ghana relevance filter
met:56553,failed Ghana relevance filter
met:57287,failed Ghana relevance filter
met:57290,failed Ghana relevance filter
met:59669,failed Ghana relevance filter
met:60470,failed Ghana relevance filter
met:60662,failed Ghana relevance filter
met:6097,failed Ghana relevance filter
met:6147,failed Ghana relevance filter
met:61742,failed Ghana relevance filter
met:61815,failed Ghana relevance filter
met:6210,failed Ghana relevance filter
met:6233,failed Ghana relevance filter
met:64897,failed Ghana relevance filter
met:65230,failed Ghana relevance filter
met:65628,failed Ghana relevance filter
met:65659,failed Ghana relevance filter
met:65730,failed Ghana relevance filter
met:6691,failed Ghana relevance filter
met:6790,failed Ghana relevance filter
met:68302,failed Ghana relevance filter
met:6847,failed Ghana relevance filter
met:7074,failed Ghana relevance filter
met:7075,failed Ghana relevance filter
met:7105,failed Ghana relevance filter
met:7106,failed Ghana relevance filter
met:7107,failed Ghana relevance filter
met:72801,failed Ghana relevance filter
met:73159,failed Ghana relevance filter
met:73199,failed Ghana relevance filter
met:73223,failed Ghana relevance filter
met:73383,failed Ghana relevance filter
met:74421,failed Ghana relevance filter
met:74532,failed Ghana relevance filter
met:74653,failed Ghana relevance filter
met:74677,failed Ghana relevance filter
met:74680,failed Ghana relevance filter
met:74715,failed Ghana relevance filter
met:74725,failed Ghana relevance filter
met:75201,failed Ghana relevance filter
met:75912,failed Ghana relevance filter
met:76034,failed Ghana relevance filter
met:7607,failed Ghana relevance filter
met:78211,failed Ghana relevance filter
met:7958,failed Ghana relevance filter
met:8072,failed Ghana relevance filter
met:80843,failed Ghana relevance filter
met:83575,failed Ghana relevance filter
met:83584,failed Ghana relevance filter
met:83616,failed Ghana relevance filter
met:84909,failed Ghana relevance filter
met:85419,failed Ghana relevance filter
met:85569,failed Ghana relevance filter
met:85570,failed Ghana relevance filter
met:85581,failed Ghana relevance filter
met:85584,failed Ghana relevance filter
met:8789,failed Ghana relevance filter
met:90286,failed Ghana relevance filter
met:90307,failed Ghana relevance filter
met:9358,failed Ghana relevance filter
met:9488,failed Ghana relevance filter
met:96404,failed Ghana relevance filter
met:96405,failed Ghana relevance filter
met:96406,failed Ghana relevance filter
met:9998,failed Ghana relevance filter
